Frei verwendbar Trading date time according to 
field 28Quantity according to field 
30Price 
according to field 
33Price Currency 
according to 
field 34Venue 
according to 
field 36
Aggregation 25Jan23 XETR 76,500 18.87362 EUR XETR
2023-01-25T15:26:49.00Z 196 18.77500 EUR XETR
2023-01-25T15:29:25.82Z 262 18.76500 EUR XETR
2023-01-25T15:32:21.65Z 184 18.78500 EUR XETR
2023-01-25T15:32:45.51Z 171 18.77500 EUR XETR
2023-01-25T15:33:31.52Z 128 18.77500 EUR XETR
2023-01-25T15:34:11.19Z 168 18.76500 EUR XETR
2023-01-25T15:34:11.24Z 143 18.75500 EUR XETR
2023-01-25T15:36:00.24Z 194 18.75500 EUR XETR
2023-01-25T15:36:52.38Z 172 18.75500 EUR XETR
2023-01-25T15:37:10.88Z 169 18.75000 EUR XETR
2023-01-25T15:37:44.44Z 132 18.74500 EUR XETR
2023-01-25T15:39:09.73Z 206 18.74500 EUR XETR
2023-01-25T15:43:39.52Z 279 18.77000 EUR XETR
2023-01-25T15:44:03.76Z 252 18.77000 EUR XETR
2023-01-25T15:44:10.28Z 133 18.76500 EUR XETR
2023-01-25T15:44:10.28Z 220 18.75500 EUR XETR
2023-01-25T15:45:09.73Z 249 18.74500 EUR XETR
2023-01-25T15:45:59.89Z 131 18.74500 EUR XETR
2023-01-25T15:47:08.29Z 157 18.70500 EUR XETR
2023-01-25T15:49:24.68Z 177 18.66000 EUR XETR
2023-01-25T15:49:26.14Z 171 18.65500 EUR XETR
2023-01-25T15:51:34.97Z 157 18.65500 EUR XETR
2023-01-25T15:52:33.26Z 148 18.65500 EUR XETR
2023-01-25T15:56:00.44Z 263 18.67500 EUR XETR
2023-01-25T15:56:28.01Z 194 18.67500 EUR XETR
2023-01-25T15:58:59.49Z 384 18.67500 EUR XETR
2023-01-25T15:59:27.11Z 212 18.66500 EUR XETR
2023-01-25T15:59:27.12Z 144 18.66000 EUR XETR
2023-01-25T15:59:55.73Z 139 18.64000 EUR XETR
2023-01-25T15:59:55.73Z 163 18.65000 EUR XETR
2023-01-25T16:04:07.11Z 132 18.69500 EUR XETR
2023-01-25T16:05:14.52Z 374 18.71500 EUR XETR
2023-01-25T16:05:42.81Z 249 18.72500 EUR XETR
2023-01-25T16:05:50.68Z 55 18.72000 EUR XETR
2023-01-25T16:05:50.68Z 94 18.72000 EUR XETR
2023-01-25T16:06:25.74Z 431 18.70500 EUR XETR
2023-01-25T16:07:35.08Z 262 18.70000 EUR XETR
2023-01-25T16:08:07.31Z 49 18.70000 EUR XETR
Frei verwendbar 2023-01-25T16:08:07.31Z 127 18.70000 EUR XETR
2023-01-25T16:11:26.51Z 187 18.72500 EUR XETR
2023-01-25T16:12:03.03Z 236 18.72000 EUR XETR
2023-01-25T16:12:58.62Z 75 18.71500 EUR XETR
2023-01-25T16:12:58.62Z 163 18.71500 EUR XETR
2023-01-25T16:14:36.16Z 262 18.71500 EUR XETR
2023-01-25T16:15:07.97Z 190 18.71500 EUR XETR
2023-01-25T16:15:07.99Z 148 18.71500 EUR XETR
2023-01-25T16:15:40.10Z 128 18.71500 EUR XETR
2023-01-25T16:16:55.60Z 246 18.71500 EUR XETR
2023-01-25T16:16:55.62Z 168 18.71500 EUR XETR
2023-01-25T16:18:16.12Z 199 18.73000 EUR XETR
2023-01-25T16:18:45.39Z 162 18.72000 EUR XETR
2023-01-25T16:19:40.50Z 223 18.76000 EUR XETR
2023-01-25T16:22:53.10Z 28 18.76000 EUR XETR
2023-01-25T16:22:53.10Z 236 18.76000 EUR XETR
2023-01-25T16:22:53.11Z 130 18.75500 EUR XETR
2023-01-25T16:23:00.73Z 140 18.75000 EUR XETR
2023-01-25T16:23:04.88Z 267 18.74500 EUR XETR
